fbi_code,feature,importance
01A,fire_fireman_longitude,0.007049647273377464
01A,obstacles_alu_longitude,0.007311543657647028
01A,obstacles_hinderer_longitude,0.005841462734602891
01A,obstacles_lysistrata_longitude,0.0055246916097188205
01A,dishonesty_lie_longitude,0.006763834547632733
01A,dishonesty_swindle_longitude,0.005698300988604226
01A,dishonesty_cardea_longitude,0.005857074563839397
01A,computer_hack_longitude,0.004741141041227123
01A,computer_hackman_longitude,0.00605789449395858
01A,law_justice_polizzi_longitude,0.005135212843461336
01A,law_justice_polit_longitude,0.006161468263222721
01A,law_justice_justitia_longitude,0.007396380233337401
01A,law_justice_dike_longitude,0.0055029081537104054
01A,law_justice_themis_longitude,0.005376791332642763
01A,law_justice_richthammer_longitude,0.008089594763027157
01A,localization_chicago_longitude,0.006162469618463526
01A,localization_chikako_longitude,0.005699622433941758
01A,localization_cook_longitude,0.007758599223665675
02,27,7.220719696358564e-05
02,sun_longitude,0.020755330275046443
02,moon_longitude,0.02863336582896663
02,mercury_longitude,0.02206983179503498
02,venus_longitude,0.020900243019262146
02,mars_longitude,0.009723265383021849
02,jupiter_longitude,0.013755788564760684
02,saturn_longitude,0.013593692695218821
02,uranus_longitude,0.01800052696058926
02,neptune_longitude,0.011126354023259576
02,pluto_longitude,0.012245268725927497
02,moon_phase,0.02809808763094633
02,moon_distance,0.026873008716522054
02,ascendant,0.023656399359625924
02,midheaven,0.02918712637870045
02,north_node,0.010978472450959488
02,south_node,0.01846552465201287
02,mercury_retrograde,0.0010951929266436928
02,eclipse_proximity,0.011607288695588755
02,conjunctions,0.007680501383339806
02,oppositions,0.006398802203113115
02,squares,0.010684370810258734
02,sun_dignity,0.00034890189807113426
02,moon_dignity,0.0016315251550332137
02,mercury_dignity,0.0008086458501508294
02,aggression_eris_longitude,0.012529935291028785
02,aggression_nessus_longitude,0.013689384060690379
02,aggression_ate_longitude,0.007977920965405715
02,aggression_orcus_longitude,0.010939139463001565
02,aggression_amycus_longitude,0.008026440425897638
02,aggression_thereus_longitude,0.0076276887024668595
02,aggression_kleinman_longitude,0.006329447533163288
02,aggression_sekhmet_longitude,0.005576207905732533
02,aggression_tyson_longitude,0.006101813895059084
02,aggression_schubart_longitude,0.00428446694807969
02,aggression_aristaeus_longitude,0.006675001749242418
02,aggression_toro_longitude,0.005704952736821305
02,aggression_amphimachus_longitude,0.009907308166198977
02,aggression_balbastre_longitude,0.00505837350044453
02,mayhem_rhiphonos_longitude,0.00458258326643296
02,mayhem_chaos_longitude,0.012728476557181163
02,mayhem_phaeton_longitude,0.007126035444495265
02,mayhem_wild_longitude,0.005175688912069825
02,mayhem_hybris_longitude,0.006924412278106644
02,mayhem_hel_longitude,0.0046886517997018545
02,mayhem_apophis_longitude,0.012941174979854104
02,explosive_pholus_longitude,0.008720470681527573
02,explosive_tl66_longitude,0.005683668265683194
02,explosive_bomben_longitude,0.006308772785714663
02,explosive_bombig_longitude,0.006157200012213495
02,explosive_bam_longitude,0.006752201904822159
02,explosive_salpeter_longitude,0.007410150659467414
02,explosive_salpetriere_longitude,0.005693462373681573
02,victims_pain_sedna_longitude,0.01762543488111226
02,victims_pain_chiron_longitude,0.015843251503704962
02,victims_pain_dejanira_longitude,0.0059408425260747575
02,victims_pain_nyctimene_longitude,0.00445439140125732
02,victims_pain_sado_longitude,0.006403493679410411
02,victims_pain_paine_longitude,0.00813180750433764
02,victims_pain_lacrimosa_longitude,0.006828532104467566
02,victims_pain_grieve_longitude,0.008621772922977318
02,victims_pain_sisyphus_longitude,0.005392246062948873
02,death_kaali_longitude,0.006373350708156711
02,death_crantor_longitude,0.005344781437524836
02,death_pyramus_longitude,0.004607571847663389
02,death_thisbe_longitude,0.005441399149446383
02,death_eurydike_longitude,0.0066248236099433165
02,firearms_gunn_longitude,0.006349257862150231
02,firearms_gunnie_longitude,0.008977471577419089
02,firearms_gunma_longitude,0.006202134593370684
02,firearms_shotwell_longitude,0.00591620812920426
02,knives_cutts_longitude,0.007258907137191145
02,knives_cutillo_longitude,0.008301919662603796
02,knives_sharp_longitude,0.005402753900318376
02,prostitution_pylenor_longitude,0.005984987050568765
02,prostitution_kythera_longitude,0.004335162673806353
02,prostitution_poutanen_longitude,0.0067031175729558995
02,prostitution_messalina_longitude,0.006411151906918259
02,prostitution_slettebak_longitude,0.007630675157018233
02,prostitution_lust_longitude,0.005050733334204754
02,drugs_dionysus_longitude,0.006188829101840956
02,drugs_bacchus_longitude,0.007637533210734655
02,drugs_beer_longitude,0.0057283994181216175
02,drugs_syringa_longitude,0.007036359100562452
02,drugs_syrinx_longitude,0.006242967083645463
02,drugs_pillmore_longitude,0.005097072438364485
02,drugs_datura_longitude,0.0062754491312195775
02,money_midas_longitude,0.007581154986750347
02,money_mony_longitude,0.006390418633934391
02,money_gold_longitude,0.0053600584361997205
02,money_golden_longitude,0.007484221856237152
02,money_goldfinger_longitude,0.007385918365372603
02,money_goldreich_longitude,0.0064729901013604605
02,money_silver_longitude,0.006072833005703291
02,fire_pyrrhus_longitude,0.006285983657599359
02,fire_burnett_longitude,0.006407533498731463
02,fire_burney_longitude,0.007385227072779273
02,fire_burns_longitude,0.006402940736017168
02,fire_burnim_longitude,0.006344861914638705
02,fire_fireman_longitude,0.005899211471268557
02,obstacles_alu_longitude,0.008288212117350967
02,obstacles_hinderer_longitude,0.007942114479630493
02,obstacles_lysistrata_longitude,0.00935447969408652
02,dishonesty_lie_longitude,0.006288856108598148
02,dishonesty_swindle_longitude,0.006655941830856715
02,dishonesty_cardea_longitude,0.006007220837765817
02,computer_hack_longitude,0.0075701817557613914
02,computer_hackman_longitude,0.006800855046692308
02,law_justice_polizzi_longitude,0.006467405648235761
02,law_justice_polit_longitude,0.005784577175208268
02,law_justice_justitia_longitude,0.0061238076758038905
02,law_justice_dike_longitude,0.006245430065219183
02,law_justice_themis_longitude,0.006117039357971501
02,law_justice_richthammer_longitude,0.0075090093748136156
02,localization_chicago_longitude,0.006957893925002357
02,localization_chikako_longitude,0.006833229069824753
02,localization_cook_longitude,0.007504848876138659
04A,27,0.0004899171153276142
04A,sun_longitude,0.03891930491610973
04A,moon_longitude,0.01135449216888286
04A,mercury_longitude,0.030441864086581016
04A,venus_longitude,0.01997504241082482
04A,mars_longitude,0.005783841373756882
04A,jupiter_longitude,0.014187724973388922
04A,saturn_longitude,0.013300967363173917
04A,uranus_longitude,0.04530211127883412
04A,neptune_longitude,0.02227957285610986
04A,pluto_longitude,0.010167883497423686
04A,moon_phase,0.010543396941283912
04A,moon_distance,0.010230443861666645
04A,ascendant,0.02881186389732494
04A,midheaven,0.050547314050279374
04A,north_node,0.02674896939088813
04A,south_node,0.0458906016319139
04A,mercury_retrograde,0.0003803362869539429
04A,eclipse_proximity,0.005239949379094019
04A,conjunctions,0.0033140709112056714
04A,oppositions,0.0029805152075845637
04A,squares,0.004929769490363503
04A,sun_dignity,5.779250609297391e-05
04A,moon_dignity,0.0009437383539871411
04A,mercury_dignity,0.00020468889845067558
04A,aggression_eris_longitude,0.024507204759238642
04A,aggression_nessus_longitude,0.037616994248798157
04A,aggression_ate_longitude,0.00485132419461695
04A,aggression_orcus_longitude,0.0126841870259932
04A,aggression_amycus_longitude,0.00460062025205768
04A,aggression_thereus_longitude,0.004898207642049037
04A,aggression_kleinman_longitude,0.004041769642504793
04A,aggression_sekhmet_longitude,0.0031665477851717493
04A,aggression_tyson_longitude,0.0037082399998965344
04A,aggression_schubart_longitude,0.004421001674810754
04A,aggression_aristaeus_longitude,0.004053015493484258
04A,aggression_toro_longitude,0.0036511644171238282
04A,aggression_amphimachus_longitude,0.007035996457269194
04A,aggression_balbastre_longitude,0.003920275553369387
04A,mayhem_rhiphonos_longitude,0.010142422643826117
04A,mayhem_chaos_longitude,0.039783189307442145
04A,mayhem_phaeton_longitude,0.004008183122819548
04A,mayhem_wild_longitude,0.004294687096339785
04A,mayhem_hybris_longitude,0.004041242160900166
04A,mayhem_hel_longitude,0.0034574673744726682
04A,mayhem_apophis_longitude,0.007649170353117457
04A,explosive_pholus_longitude,0.018099886016973522
04A,explosive_tl66_longitude,0.004195503863481934
04A,explosive_bomben_longitude,0.0034562403448775074
04A,explosive_bombig_longitude,0.004388666996909751
04A,explosive_bam_longitude,0.004099503094422712
04A,explosive_salpeter_longitude,0.003978043571414378
04A,explosive_salpetriere_longitude,0.0034754484866169944
04A,victims_pain_sedna_longitude,0.023650067519622873
04A,victims_pain_chiron_longitude,0.07732060749528288
04A,victims_pain_dejanira_longitude,0.0037237373301445467
04A,victims_pain_nyctimene_longitude,0.003429209585653171
04A,victims_pain_sado_longitude,0.002887028703669242
04A,victims_pain_paine_longitude,0.004569712160448868
04A,victims_pain_lacrimosa_longitude,0.004654332667865115
04A,victims_pain_grieve_longitude,0.003452762932021581
04A,victims_pain_sisyphus_longitude,0.003963711371309495
04A,death_kaali_longitude,0.0033022146733744017
04A,death_crantor_longitude,0.0040404041463648795
04A,death_pyramus_longitude,0.004149653317710564
04A,death_thisbe_longitude,0.0026175904787595593
04A,death_eurydike_longitude,0.005606478570246906
04A,firearms_gunn_longitude,0.003364112142935176
04A,firearms_gunnie_longitude,0.007568250800163837
04A,firearms_gunma_longitude,0.0036719445983682
04A,firearms_shotwell_longitude,0.003382111367727817
04A,knives_cutts_longitude,0.003937300416652486
04A,knives_cutillo_longitude,0.006777353584821054
04A,knives_sharp_longitude,0.0036218270548768134
04A,prostitution_pylenor_longitude,0.0043367388611254875
04A,prostitution_kythera_longitude,0.0035767907286715557
04A,prostitution_poutanen_longitude,0.005463668855569649
04A,prostitution_messalina_longitude,0.0030071478909083848
04A,prostitution_slettebak_longitude,0.0033544375511972107
04A,prostitution_lust_longitude,0.0052357123744603395
04A,drugs_dionysus_longitude,0.005103741951995994
04A,drugs_bacchus_longitude,0.0037724139443485894
04A,drugs_beer_longitude,0.003377881778250143
04A,drugs_syringa_longitude,0.004495994346235998
04A,drugs_syrinx_longitude,0.0032387572548445887
04A,drugs_pillmore_longitude,0.0032916891236115377
04A,drugs_datura_longitude,0.0041668124446426385
04A,money_midas_longitude,0.005377538744514193
04A,money_mony_longitude,0.009053377435615744
04A,money_gold_longitude,0.0036357193942665794
04A,money_golden_longitude,0.003454275484281272
04A,money_goldfinger_longitude,0.004268812696036357
04A,money_goldreich_longitude,0.0035765103712658438
04A,money_silver_longitude,0.0032787027415400257
04A,fire_pyrrhus_longitude,0.006652405974925225
04A,fire_burnett_longitude,0.004254306058928395
04A,fire_burney_longitude,0.004411188001987227
04A,fire_burns_longitude,0.004303151588624841
04A,fire_burnim_longitude,0.003912153110666305
04A,fire_fireman_longitude,0.0034096416963284555
04A,obstacles_alu_longitude,0.003213233977979404
04A,obstacles_hinderer_longitude,0.003442828784726101
04A,obstacles_lysistrata_longitude,0.0029432015717173647
04A,dishonesty_lie_longitude,0.006480260196146695
04A,dishonesty_swindle_longitude,0.003292988164341886
04A,dishonesty_cardea_longitude,0.0024072372502384324
04A,computer_hack_longitude,0.003911302637769518
04A,computer_hackman_longitude,0.0033265235447135734
04A,law_justice_polizzi_longitude,0.0040206536274663505
04A,law_justice_polit_longitude,0.0034502157281849567
04A,law_justice_justitia_longitude,0.0039063897347689095
04A,law_justice_dike_longitude,0.0053042737190546595
04A,law_justice_themis_longitude,0.005113383019043825
04A,law_justice_richthammer_longitude,0.003138802366943015
04A,localization_chicago_longitude,0.003614964507476854
04A,localization_chikako_longitude,0.004701613929639911
04A,localization_cook_longitude,0.004779769489424902
04B,27,1.2083545641718895e-05
04B,sun_longitude,0.045475048074746206
04B,moon_longitude,0.00810932814408439
04B,mercury_longitude,0.05709852293993801
04B,venus_longitude,0.029703692527289632
04B,mars_longitude,0.005849726427588099
04B,jupiter_longitude,0.00624996147184852
04B,saturn_longitude,0.06856384699477035
04B,uranus_longitude,0.03254717352330043
04B,neptune_longitude,0.0435457848055789
04B,pluto_longitude,0.03694564872011886
04B,moon_phase,0.007527961474726299
04B,moon_distance,0.007186030294964236
04B,ascendant,0.028010717462875572
04B,midheaven,0.07093783114418864
04B,north_node,0.006750070026465156
04B,south_node,0.013619030115749
04B,mercury_retrograde,0.00019872114612895517
04B,eclipse_proximity,0.0050881516140425
04B,conjunctions,0.002419980855836732
04B,oppositions,0.0034973959352157906
04B,squares,0.0037920370030382804
04B,sun_dignity,0.0015947105650034796
04B,moon_dignity,0.0007287018447172466
04B,mercury_dignity,0.00028947324146252884
04B,aggression_eris_longitude,0.05503589311799825
04B,aggression_nessus_longitude,0.015977723408137516
04B,aggression_ate_longitude,0.003831570908551888
04B,aggression_orcus_longitude,0.0302439435348377
04B,aggression_amycus_longitude,0.003012977890239713
04B,aggression_thereus_longitude,0.0032004863607098064
04B,aggression_kleinman_longitude,0.003728058559917498
04B,aggression_sekhmet_longitude,0.0018023120849489384
04B,aggression_tyson_longitude,0.002698111976507146
04B,aggression_schubart_longitude,0.0026812556408807625
04B,aggression_aristaeus_longitude,0.0026195278314778987
04B,aggression_toro_longitude,0.0029037783992352777
04B,aggression_amphimachus_longitude,0.007191015474320889
04B,aggression_balbastre_longitude,0.003008027259049843
04B,mayhem_rhiphonos_longitude,0.002755992143406207
04B,mayhem_chaos_longitude,0.010415204002307991
04B,mayhem_phaeton_longitude,0.0036038520585147567
04B,mayhem_wild_longitude,0.0032999492874913787
04B,mayhem_hybris_longitude,0.0027767266794758954
04B,mayhem_hel_longitude,0.002897296594253898
04B,mayhem_apophis_longitude,0.0053767048744077246
04B,explosive_pholus_longitude,0.04444431315798086
04B,explosive_tl66_longitude,0.0030292866682277517
04B,explosive_bomben_longitude,0.0026270998357686365
04B,explosive_bombig_longitude,0.002415175935584342
04B,explosive_bam_longitude,0.002952397180492889
04B,explosive_salpeter_longitude,0.003548402574090523
04B,explosive_salpetriere_longitude,0.0031069189951443716
04B,victims_pain_sedna_longitude,0.022256023879255557
04B,victims_pain_chiron_longitude,0.03473620000126994
04B,victims_pain_dejanira_longitude,0.004522623919033578
04B,victims_pain_nyctimene_longitude,0.0026902181690124528
04B,victims_pain_sado_longitude,0.0029286506976264524
04B,victims_pain_paine_longitude,0.006301324458281252
04B,victims_pain_lacrimosa_longitude,0.0042563093077260476
04B,victims_pain_grieve_longitude,0.004624558196133797
04B,victims_pain_sisyphus_longitude,0.0028423769402149274
04B,death_kaali_longitude,0.0027363551633883096
04B,death_crantor_longitude,0.002849773246228721
04B,death_pyramus_longitude,0.003013494069539003
04B,death_thisbe_longitude,0.003171650856391166
04B,death_eurydike_longitude,0.011162861331715066
04B,firearms_gunn_longitude,0.004309153158215608
04B,firearms_gunnie_longitude,0.0050490367224870925
04B,firearms_gunma_longitude,0.0030081322113516954
04B,firearms_shotwell_longitude,0.0026700378503020056
04B,knives_cutts_longitude,0.0027368547997628184
04B,knives_cutillo_longitude,0.003188704333108816
04B,knives_sharp_longitude,0.0033414330021161016
04B,prostitution_pylenor_longitude,0.003615413456389859
04B,prostitution_kythera_longitude,0.003434835854928158
04B,prostitution_poutanen_longitude,0.003404385790805268
04B,prostitution_messalina_longitude,0.0027449334679610195
04B,prostitution_slettebak_longitude,0.003216632632668791
04B,prostitution_lust_longitude,0.00350826247416231
04B,drugs_dionysus_longitude,0.004849259591817283
04B,drugs_bacchus_longitude,0.0041552244567278195
04B,drugs_beer_longitude,0.00268579629167544
04B,drugs_syringa_longitude,0.002478059962151627
04B,drugs_syrinx_longitude,0.002263589865222434
04B,drugs_pillmore_longitude,0.002446917411097976
04B,drugs_datura_longitude,0.0034312416480067796
04B,money_midas_longitude,0.005904083279956411
04B,money_mony_longitude,0.0025205371711934034
04B,money_gold_longitude,0.003319702029379077
04B,money_golden_longitude,0.003900037049686372
04B,money_goldfinger_longitude,0.003605538283779673
04B,money_goldreich_longitude,0.004022847938155003
04B,money_silver_longitude,0.0032974997092196294
04B,fire_pyrrhus_longitude,0.004189952557521955
04B,fire_burnett_longitude,0.004751060027512751
04B,fire_burney_longitude,0.002651282515629462
04B,fire_burns_longitude,0.0026978235497429753
04B,fire_burnim_longitude,0.003739581809774636
04B,fire_fireman_longitude,0.0027464477159700584
04B,obstacles_alu_longitude,0.0031670745328887646
04B,obstacles_hinderer_longitude,0.0037538598119152096
04B,obstacles_lysistrata_longitude,0.003179417404052768
04B,dishonesty_lie_longitude,0.004411863112784222
04B,dishonesty_swindle_longitude,0.003871546041199059
04B,dishonesty_cardea_longitude,0.004901253841493946
04B,computer_hack_longitude,0.003731069019397145
04B,computer_hackman_longitude,0.0032344801186825647
04B,law_justice_polizzi_longitude,0.0033982261739616774
04B,law_justice_polit_longitude,0.0034573326370973315
04B,law_justice_justitia_longitude,0.003780458901517366
04B,law_justice_dike_longitude,0.0034508654432537735
04B,law_justice_themis_longitude,0.002616050243772725
04B,law_justice_richthammer_longitude,0.003951061641151184
04B,localization_chicago_longitude,0.0023313170757084415
04B,localization_chikako_longitude,0.0034065482062265113
04B,localization_cook_longitude,0.004455224607320638
06,27,8.252584728608258e-05
06,sun_longitude,0.013081422682365916
06,moon_longitude,0.004563466577424745
06,mercury_longitude,0.014956737891007781
06,venus_longitude,0.009651282700936278
06,mars_longitude,0.0032602653904547597
06,jupiter_longitude,0.004534573064349856
06,saturn_longitude,0.10895959902835457
06,uranus_longitude,0.04725289430977143
06,neptune_longitude,0.08440515053550636
06,pluto_longitude,0.08523988494053227
06,moon_phase,0.003641981531370101
06,moon_distance,0.004171041375227369
06,ascendant,0.019962242980526613
06,midheaven,0.016545666808220897
06,north_node,0.01570379706698354
06,south_node,0.01631690642909709
06,mercury_retrograde,0.000263114226100203
06,eclipse_proximity,0.0032423430538341316
06,conjunctions,0.0018291839268992837
06,oppositions,0.003512719238358299
06,squares,0.0016141672075809096
06,sun_dignity,0.0011661299433136122
06,moon_dignity,0.000299655683308854
06,mercury_dignity,7.65149539855024e-05
06,aggression_eris_longitude,0.06962258848774883
06,aggression_nessus_longitude,0.02425749461848056
06,aggression_ate_longitude,0.0030799665902233016
06,aggression_orcus_longitude,0.03990159386807869
06,aggression_amycus_longitude,0.002483701974266887
06,aggression_thereus_longitude,0.002032500524301163
06,aggression_kleinman_longitude,0.0028448883557725822
06,aggression_sekhmet_longitude,0.0026656104845285498
06,aggression_tyson_longitude,0.002160289568193407
06,aggression_schubart_longitude,0.0032853051578032805
06,aggression_aristaeus_longitude,0.001325738380430235
06,aggression_toro_longitude,0.0025430841538295807
06,aggression_amphimachus_longitude,0.0020431566370511032
06,aggression_balbastre_longitude,0.0020005696002871245
06,mayhem_rhiphonos_longitude,0.00379017622573462
06,mayhem_chaos_longitude,0.024260707336825563
06,mayhem_phaeton_longitude,0.0013303437539053623
06,mayhem_wild_longitude,0.002033451441670164
06,mayhem_hybris_longitude,0.002565990747295228
06,mayhem_hel_longitude,0.001985710754865782
06,mayhem_apophis_longitude,0.004892674400816541
06,explosive_pholus_longitude,0.08657099412245345
06,explosive_tl66_longitude,0.001838954077225346
06,explosive_bomben_longitude,0.0031865333685583697
06,explosive_bombig_longitude,0.004767918343977947
06,explosive_bam_longitude,0.0021952938641508317
06,explosive_salpeter_longitude,0.002481708934368325
06,explosive_salpetriere_longitude,0.002250670732891023
06,victims_pain_sedna_longitude,0.010580499878851495
06,victims_pain_chiron_longitude,0.054976585071774726
06,victims_pain_dejanira_longitude,0.002975722276394065
06,victims_pain_nyctimene_longitude,0.0020737244837693335
06,victims_pain_sado_longitude,0.0014468471530070673
06,victims_pain_paine_longitude,0.005694224319973318
06,victims_pain_lacrimosa_longitude,0.0027485019460991417
06,victims_pain_grieve_longitude,0.00330776005609919
06,victims_pain_sisyphus_longitude,0.0019670068888637594
06,death_kaali_longitude,0.0015564523475576518
06,death_crantor_longitude,0.003863528434989869
06,death_pyramus_longitude,0.004118204233914612
06,death_thisbe_longitude,0.0019466549956516119
06,death_eurydike_longitude,0.005382218857742327
06,firearms_gunn_longitude,0.002297334340146848
06,firearms_gunnie_longitude,0.0026288492094145043
06,firearms_gunma_longitude,0.0016859839743948671
06,firearms_shotwell_longitude,0.002864236845657986
06,knives_cutts_longitude,0.0019597318792590793
06,knives_cutillo_longitude,0.0030850073338020744
06,knives_sharp_longitude,0.0015723327774364254
06,prostitution_pylenor_longitude,0.003915004597592967
06,prostitution_kythera_longitude,0.0024243625424001346
06,prostitution_poutanen_longitude,0.002021502188804158
06,prostitution_messalina_longitude,0.0027171421493931537
06,prostitution_slettebak_longitude,0.002099227498283065
06,prostitution_lust_longitude,0.0027013991782814857
06,drugs_dionysus_longitude,0.0026076573038339036
06,drugs_bacchus_longitude,0.0017325264755220446
06,drugs_beer_longitude,0.001318608598047106
06,drugs_syringa_longitude,0.0019756419626320485
06,drugs_syrinx_longitude,0.00279906368537097
06,drugs_pillmore_longitude,0.0035831985457523015
06,drugs_datura_longitude,0.002058001001856844
06,money_midas_longitude,0.0032456521034525234
06,money_mony_longitude,0.005444069887042277
06,money_gold_longitude,0.0017397100058346505
06,money_golden_longitude,0.002197765678754891
06,money_goldfinger_longitude,0.0016863673123422534
06,money_goldreich_longitude,0.0030031135435947148
06,money_silver_longitude,0.0024218667328107873
06,fire_pyrrhus_longitude,0.0022013120566763715
06,fire_burnett_longitude,0.003679645500510475
06,fire_burney_longitude,0.0017022707215449987
06,fire_burns_longitude,0.0020528046434233824
06,fire_burnim_longitude,0.002791634536478345
06,fire_fireman_longitude,0.003125098346381418
06,obstacles_alu_longitude,0.001983896105910697
06,obstacles_hinderer_longitude,0.003138477741119605
06,obstacles_lysistrata_longitude,0.0024599942595517326
06,dishonesty_lie_longitude,0.004898243562320002
06,dishonesty_swindle_longitude,0.0019083764864244277
06,dishonesty_cardea_longitude,0.005603261083509584
06,computer_hack_longitude,0.0011941625221621995
06,computer_hackman_longitude,0.0012451609296727803
06,law_justice_polizzi_longitude,0.0026527003815221793
06,law_justice_polit_longitude,0.0017367340938413331
06,law_justice_justitia_longitude,0.0025051521179798434
06,law_justice_dike_longitude,0.002122911362075755
06,law_justice_themis_longitude,0.0023734049419862017
06,law_justice_richthammer_longitude,0.002222162771206708
06,localization_chicago_longitude,0.004495166924158317
06,localization_chikako_longitude,0.0017982366035965071
06,localization_cook_longitude,0.0029550201130147166
07,27,6.941859820929989e-08
07,sun_longitude,0.0017275885529414038
07,moon_longitude,0.0042288389363266884
07,mercury_longitude,0.0026839651338483816
07,venus_longitude,0.0016547073772029857
07,mars_longitude,0.001870295204300748
07,jupiter_longitude,0.012769027861688428
07,saturn_longitude,0.05775793654564531
07,uranus_longitude,0.09536997328272279
07,neptune_longitude,0.06397272810321825
07,pluto_longitude,0.04099722770593748
07,moon_phase,0.00329282188908922
07,moon_distance,0.0029861143557297722
07,ascendant,0.002453323938906003
07,midheaven,0.0018779726480661909
07,north_node,0.021741016880810055
07,south_node,0.03953894746859248
07,mercury_retrograde,0.00012800770734912854
07,eclipse_proximity,0.002217458194284574
07,conjunctions,0.0010141737551190883
07,oppositions,0.0009139682868595731
07,squares,0.0013810907646428132
07,sun_dignity,1.3182702700530878e-05
07,moon_dignity,0.00035734408511241966
07,mercury_dignity,0.00012320213041630275
07,aggression_eris_longitude,0.04209794042935673
07,aggression_nessus_longitude,0.07334783747785546
07,aggression_ate_longitude,0.0033653606783660183
